Año,Trimestre,Provincia,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,OTROS,Total
2015,2,Tierra Del Fuego,15000,285000,36073,2000,0,0,0,0.0,338073
2015,2,Tucumán,107000,25178,83462,26966,4502,455000,0,0.0,702108
2015,1,Buenos Aires,8882,123589,2267852,220070,126958,1561,5700,0.0,2754612
2015,1,Capital Federal,2545,59084,1013510,134151,114569,1195,8401,0.0,1333455
2015,1,Catamarca,13000,7634,13754,3202,517000,9000,1,0.0,563591
2015,1,Chaco,26000,12053,47425,15883,5346,489000,135,0.0,595842
2015,1,Chubut,651000,6176,57333,102000,0,0,0,0.0,816509
2015,1,Córdoba,157000,78427,432802,46574,37443,1615,815,0.0,754676
2015,1,Corrientes,36000,13295,47842,15554,4424,235000,98,0.0,352213
2015,1,Entre Ríos,2867,23951,104168,28113,6926,274000,119,0.0,440144
2015,1,Formosa,1891,7336,14413,2024,878000,157000,1,0.0,1060665
2015,1,Jujuy,2458,9754,19858,3939,603000,0,0,0.0,639009
2015,1,La Pampa,6059,8054,45038,26000,10000,13000,10,0.0,108161
2015,1,La Rioja,11000,4201,9379,2207,533000,0,3,0.0,559790
2015,1,Mendoza,287000,24000,169763,38000,16000,6000,11,0.0,540774
2015,1,Misiones,958000,11136,51906,12387,8543,194000,26,0.0,1235998
2015,1,Neuquén,1895,2577,80787,170000,4067,2000,76,0.0,261402
2015,1,Río Negro,3371,4913,86173,94000,2632,2000,42,0.0,193131
2015,1,Salta,1123,14151,64992,13955,2569,15000,5,0.0,111795
2015,1,San Juan,8000,445000,51346,0,0,0,2,0.0,504348
2015,1,San Luis,10000,8000,12720,0,1000,0,2,0.0,31722
2015,1,Santa Cruz,205000,27000,26048,2000,0,0,0,0.0,260048
2015,1,Santa Fe,6883,93096,360964,45270,27597,1542,900,0.0,536252
2015,1,Santiago Del Estero,701000,9236,23136,4796,748000,0,0,0.0,1486168
2015,1,Tierra Del Fuego,14000,609000,36319,2000,0,0,0,0.0,661319
2015,1,Tucumán,107000,27143,83895,23061,3722,334000,0,0.0,578821
2014,4,Buenos Aires,8226,132937,2250445,203620,104322,997000,5406,0.0,3701956
2014,4,Capital Federal,2698,62896,1038269,123451,95772,890000,7997,0.0,2221083
2014,4,Catamarca,21000,8047,14093,2910,421000,0,1,0.0,467051
2014,4,Chaco,483000,12837,42106,7908,2600,124000,2,0.0,672453
2014,4,Chubut,1858,6218,60392,70000,0,0,0,0.0,138468
2014,4,Córdoba,1903,85362,427844,41947,30858,1177,782,0.0,589873
2014,4,Corrientes,40000,13860,42182,7513,2106,0,9,0.0,105670
2014,4,Entre Ríos,2311,27801,88649,18318,3584,1000,66,0.0,141729
2014,4,Formosa,1947,7830,14058,1852,473000,47000,1,0.0,545688
2014,4,Jujuy,1880,10427,19740,3443,465000,0,0,0.0,500490
2014,4,La Pampa,6266,6879,36520,26000,5000,4000,10,0.0,84675
2014,4,La Rioja,9000,4333,9728,1943,386000,0,3,0.0,411007
2014,4,Mendoza,303000,19000,169222,36000,14000,5000,12,0.0,546234
2014,4,Misiones,547000,11840,53093,8731,2952,54000,12,0.0,677628
2014,4,Neuquén,1731,2744,80938,126000,3621,2000,66,0.0,217100
2014,4,Río Negro,3640,4723,85094,94000,2319,4000,30,0.0,193806
2014,4,Salta,54000,16213,63221,12552,1922,0,4,0.0,147912
2014,4,San Juan,11000,478000,51628,0,0,0,2,0.0,540630
2014,4,San Luis,9000,0,13135,0,0,1000,2,0.0,23137
2014,4,Santa Cruz,156000,1400,24145,1000,1000,0,0,0.0,183545
2014,4,Santa Fe,8707,99962,359293,36718,21098,869000,824,0.0,1395602
2014,4,Santiago Del Estero,1246,8913,24181,4359,602000,0,0,0.0,640699
2014,4,Tierra Del Fuego,12000,283000,31489,2000,0,0,0,0.0,328489
2014,4,Tucumán,17000,28746,85091,20631,2733,196000,0,0.0,350201
2014,3,Buenos Aires,7355,128187,2281524,156693,68947,243000,4232,0.0,2889938
2014,3,Capital Federal,840000,78016,1060145,102170,70907,95000,6626,0.0,2252864
2014,3,Catamarca,19000,8845,13790,1915,111000,0,0,0.0,154550
2014,3,Chaco,398000,14731,41934,5428,1274,5000,0,0.0,466367
2014,3,Chubut,2013,6281,60771,34000,0,0,0,0.0,103065
2014,3,Córdoba,660000,98992,435692,28992,18888,84000,664,0.0,1327228
2014,3,Corrientes,21000,15448,41717,5181,1172,0,0,0.0,84518
2014,3,Entre Ríos,1709,29710,91450,12569,1310,0,48,0.0,136796
2014,3,Formosa,2001,8323,14202,1324,85000,0,0,0.0,110850
2014,3,Jujuy,127000,10979,20216,2305,82000,0,0,0.0,242500
2014,3,La Pampa,6458,6645,41009,24000,5000,4000,10,0.0,87122
2014,3,La Rioja,10000,4785,9720,1337,61000,0,0,0.0,86842
2014,3,Mendoza,35000,0,167763,31000,12000,13000,1,0.0,258764
2014,3,Misiones,640000,13637,53510,5928,1606,0,1,0.0,714682
2014,3,Neuquén,1522,3099,80090,107000,2865,10000,27,0.0,204603
2014,3,Río Negro,3640,5189,86868,87000,1944,8000,9,0.0,192650
2014,3,Salta,732000,17481,66026,8314,388000,0,0,0.0,1211821
2014,3,San Juan,8000,487000,51276,0,0,0,0,0.0,546276
2014,3,San Luis,8000,0,13029,0,0,3000,0,0.0,24029
2014,3,Santa Cruz,195000,1624,24248,1000,1000,0,0,0.0,222872
2014,3,Santa Fe,8230,112593,357615,23962,12124,38000,806,0.0,553330
2014,3,Santiago Del Estero,791000,9914,23826,2867,142000,0,0,0.0,969607
2014,3,Tierra Del Fuego,12000,336000,32348,2000,0,0,0,0.0,382348
2014,3,Tucumán,6000,32716,84668,14101,559000,4000,0,0.0,700485
2014,2,Buenos Aires,6902,162274,2288772,140226,56549,284000,4309,0.0,2943032
2014,2,Capital Federal,847000,81431,1078213,87359,56004,59000,6427,0.0,2215434
2014,2,Catamarca,19000,8844,13794,1915,111000,0,0,0.0,154553
2014,2,Chaco,412000,14854,41530,5418,1085,5000,0,0.0,479887
2014,2,Chubut,2064,6582,61868,0,0,0,0,0.0,70514
2014,2,Córdoba,2105,101598,429536,28698,14824,76000,627,0.0,653388
2014,2,Corrientes,20000,15563,41219,5199,956000,0,0,0.0,1037981
2014,2,Entre Ríos,2187,32781,86757,12564,1162,0,44,0.0,135495
2014,2,Formosa,2032,8218,13944,1321,85000,0,0,0.0,110515
2014,2,Jujuy,1873,11233,18851,2305,82000,0,0,0.0,116262
2014,2,La Pampa,7032,6761,34089,18000,5000,4000,10,0.0,74892
2014,2,La Rioja,10000,4785,9719,1337,61000,0,0,0.0,86841
2014,2,Mendoza,35000,6000,166710,31000,10000,5000,10,0.0,253720
2014,2,Misiones,540000,13644,53245,5924,1334,2000,0,0.0,616147
2014,2,Neuquén,1531,3206,79087,92000,2289,2000,30,0.0,180143
2014,2,Río Negro,3468,5507,84978,78000,1569,2000,8,0.0,175530
2014,2,Salta,53000,18818,64440,8293,388000,0,0,0.0,532551
2014,2,San Juan,10000,507000,51129,0,0,0,0,0.0,568129
2014,2,San Luis,7000,0,13045,0,0,1000,2,0.0,21047
2014,2,Santa Cruz,153000,1637,25374,2000,0,0,0,0.0,182011
2014,2,Santa Fe,8515,115197,353559,23939,10058,34000,792,0.0,546060
2014,2,Santiago Del Estero,1231,9914,23842,2867,142000,0,0,0.0,179854
2014,2,Tierra Del Fuego,12000,334000,31198,2000,0,0,0,0.0,379198
2014,2,Tucumán,6000,32714,84675,14101,559000,4000,0,0.0,700490
2014,1,Buenos Aires,8469,171244,2279875,121787,38923,206000,4037,0.0,2830335
2014,1,Capital Federal,852000,88826,1096050,70293,38798,55000,6208,0.0,2207175
2014,1,Catamarca,19000,9147,13330,1672,64000,0,0,0.0,107149
2014,1,Chaco,438000,15849,40869,4644,741000,5000,0,0.0,1245362
2014,1,Chubut,7452,10000,61329,0,0,0,0,0.0,78781
2014,1,Córdoba,2076,107705,423114,24112,9818,40000,588,0.0,607413
2014,1,Corrientes,20000,16357,40742,4486,630000,0,0,0.0,711585
2014,1,Entre Ríos,2177,35206,85248,10828,746000,0,43,0.0,879502
2014,1,Formosa,2062,8475,13685,1133,67000,0,0,0.0,92355
2014,1,Jujuy,1832,11498,18415,2001,56000,0,0,0.0,89746
2014,1,La Pampa,7434,6535,32501,17000,5000,4000,10,0.0,72480
2014,1,La Rioja,10000,5111,9390,1165,35000,0,0,0.0,60666
2014,1,Mendoza,35000,6000,166655,19000,10000,6000,9,0.0,242664
2014,1,Misiones,545000,14460,52852,5139,958000,0,0,0.0,1575451
2014,1,Neuquén,4133,987000,77148,84000,1582,2000,22,0.0,1155885
2014,1,Río Negro,4670,4618,84304,73000,1062,1000,8,0.0,168662
2014,1,Salta,53000,19677,64061,7192,314000,0,0,0.0,457930
2014,1,San Juan,531000,2000,51056,0,0,0,0,0.0,584056
2014,1,San Luis,7000,3000,12544,0,1000,0,2,0.0,23546
2014,1,Santa Cruz,161000,1625,24972,1000,1000,0,0,0.0,189597
2014,1,Santa Fe,8456,124468,345225,20328,6845,23000,668,0.0,528990
2014,1,Santiago Del Estero,1234,10531,22817,2422,109000,0,0,0.0,146004
2014,1,Tierra Del Fuego,12000,607000,30902,6000,0,0,0,0.0,655902
2014,1,Tucumán,6000,34672,83210,11779,362000,3000,0,0.0,500661
