Año,Trimestre,Provincia,Accesos telefonía fija por cada 100 hab,Accesos telefonía fija por cada 100 hogares
2021,2,Santa Cruz,7.39,24.84
2021,2,Santa Fe,15.71,49.96
2021,2,Santiago del Estero,6.02,24.26
2021,2,Tierra del Fuego,12.46,42.04
2021,2,Tucumán,8.27,33.37
2021,3,Buenos Aires,18.01,54.38
2021,3,Capital Federal,44.45,107.27
2021,3,Catamarca,5.93,23.32
2021,3,Chaco,6.11,22.88
2021,3,Chubut,11.77,38.41
2021,3,Córdoba,12.85,41.97
2021,3,Corrientes,6.95,26.41
2021,3,Entre Ríos,11.82,39.52
2021,3,Formosa,5.03,19.76
2021,3,Jujuy,4.55,17.80
2021,3,La Pampa,19.98,60.65
2021,3,La Rioja,5.48,20.59
2021,3,Mendoza,9.83,35.23
2021,3,Misiones,6.24,22.92
2021,3,Neuquén,11.15,37.46
2021,3,Río Negro,11.18,36.33
2021,3,Salta,6.57,27.14
2021,3,San Juan,9.56,37.54
2021,3,San Luis,6.76,23.62
2021,3,Santa Cruz,7.34,24.68
2021,3,Santa Fe,15.25,48.48
2021,3,Santiago del Estero,5.85,23.59
2021,3,Tierra del Fuego,12.39,41.79
2021,3,Tucumán,7.84,31.64
2021,4,Buenos Aires,18.81,56.67
2021,4,Capital Federal,46.77,112.99
2021,4,Catamarca,7.11,27.94
2021,4,Chaco,7.51,28.10
2021,4,Chubut,10.94,35.71
2021,4,Córdoba,15.46,50.49
2021,4,Corrientes,8.71,33.08
2021,4,Entre Ríos,14.92,49.89
2021,4,Formosa,6.00,23.56
2021,4,Jujuy,5.72,22.35
2021,4,La Pampa,19.95,60.55
2021,4,La Rioja,6.76,25.41
2021,4,Mendoza,10.23,36.67
2021,4,Misiones,7.78,28.58
2021,4,Neuquén,10.88,36.55
2021,4,Río Negro,11.48,37.33
2021,4,Salta,8.40,34.69
2021,4,San Juan,8.49,33.34
2021,4,San Luis,6.46,22.58
2021,4,Santa Cruz,7.51,25.23
2021,4,Santa Fe,18.49,58.79
2021,4,Santiago del Estero,6.78,27.34
2021,4,Tierra del Fuego,10.81,36.46
2021,4,Tucumán,9.73,39.28
2022,1,Buenos Aires,19.08,57.86
2022,1,Capital Federal,49.05,118.08
2022,1,Catamarca,7.28,28.63
2022,1,Chaco,7.07,26.44
2022,1,Chubut,11.79,38.48
2022,1,Córdoba,15.47,50.52
2022,1,Corrientes,7.96,30.23
2022,1,Entre Ríos,13.73,45.91
2022,1,Formosa,5.60,22.02
2022,1,Jujuy,6.34,24.80
2022,1,La Pampa,20.23,61.40
2022,1,La Rioja,7.02,26.37
2022,1,Mendoza,9.89,35.44
2022,1,Misiones,7.27,26.68
2022,1,Neuquén,11.21,37.66
2022,1,Río Negro,11.16,36.28
2022,1,Salta,7.69,31.76
2022,1,San Juan,9.61,37.71
2022,1,San Luis,6.80,23.74
2022,1,Santa Cruz,7.43,24.98
2022,1,Santa Fe,17.83,56.71
2022,1,Santiago del Estero,6.93,27.91
2022,1,Tierra del Fuego,12.54,42.30
2022,1,Tucumán,10.96,44.25
2022,2,Buenos Aires,14.87,44.99
2022,2,Capital Federal,36.37,87.66
2022,2,Catamarca,6.54,25.72
2022,2,Chaco,5.67,21.21
2022,2,Chubut,11.83,38.60
2022,2,Córdoba,13.00,42.45
2022,2,Corrientes,8.12,30.82
2022,2,Entre Ríos,11.69,39.10
2022,2,Formosa,5.80,22.80
2022,2,Jujuy,4.89,19.11
2022,2,La Pampa,20.31,61.63
2022,2,La Rioja,6.72,25.23
2022,2,Mendoza,9.88,35.39
2022,2,Misiones,6.08,22.31
2022,2,Neuquén,11.79,39.60
2022,2,Río Negro,11.07,35.98
2022,2,Salta,6.34,26.16
2022,2,San Juan,9.59,37.64
2022,2,San Luis,6.78,23.69
2022,2,Santa Cruz,7.39,24.82
2022,2,Santa Fe,14.48,46.06
2022,2,Santiago del Estero,6.44,25.94
2022,2,Tierra del Fuego,12.46,42.04
2022,2,Tucumán,9.99,40.34
2022,3,Buenos Aires,19.48,58.81
2022,3,Capital Federal,54.48,131.46
2022,3,Catamarca,6.17,24.26
2022,3,Chaco,5.44,20.36
2022,3,Chubut,11.65,38.01
2022,3,Córdoba,12.56,41.03
2022,3,Corrientes,8.03,30.48
2022,3,Entre Ríos,11.34,37.92
2022,3,Formosa,5.82,22.86
2022,3,Jujuy,4.68,18.31
2022,3,La Pampa,19.51,59.23
2022,3,La Rioja,6.48,24.33
2022,3,Mendoza,9.88,35.41
2022,3,Misiones,6.06,22.26
2022,3,Neuquén,12.08,40.59
2022,3,Río Negro,10.21,33.19
2022,3,Salta,6.17,25.47
2022,3,San Juan,9.56,37.54
2022,3,San Luis,6.76,23.62
2022,3,Santa Cruz,5.20,17.46
2022,3,Santa Fe,13.58,43.19
2022,3,Santiago del Estero,6.40,25.80
2022,3,Tierra del Fuego,12.39,41.79
2022,3,Tucumán,9.67,39.03
